RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2865,77642498,Das,799,Spain,Female,71,3,191992.1,2,0,1,77267.9,0
2866,30709963,Cruz,888,France,Male,63,8,6003.83,1,1,0,140361.89,0
2867,85211737,White,668,France,Male,53,8,150978.65,2,0,0,148745.91,0
2868,92434203,Gupta,473,France,Female,38,9,107734.15,3,0,1,125846.7,0
2869,67888503,Patel,721,Germany,Female,66,6,227610.95,4,1,1,158614.85,0
2870,39581501,Morgan,700,Spain,Male,51,0,134835.11,1,0,1,101283.09,1
2871,11406368,Khan,672,France,Female,51,0,206833.37,1,1,0,133024.52,0
2872,69565730,Singh,837,Spain,Female,57,2,168035.38,2,1,0,84666.51,0
2873,82894131,Khan,800,Spain,Male,24,2,111764.76,2,0,1,113839.02,0
2874,28001960,Allen,702,France,Female,69,6,84427.83,4,0,0,45391.56,0
2875,99856306,Turner,465,Germany,Female,66,1,29259.2,4,0,1,129978.1,0
2876,65194542,Lopez,362,France,Female,54,7,3379.76,3,0,0,56889.93,0
2877,26150865,Cruz,669,France,Male,79,0,349.05,4,0,0,102955.8,1
2878,96017098,Bose,514,Spain,Female,32,10,56476.23,1,0,1,139781.26,1
2879,73349631,White,434,Germany,Female,19,7,140230.4,1,1,1,97010.87,0
2880,47043861,Taylor,597,Spain,Male,28,8,243873.64,1,0,1,60168.01,0
2881,92974992,Gupta,781,Germany,Female,34,4,176307.25,2,0,0,139915.11,0
2882,20897034,Das,828,France,Female,62,10,17670.71,4,0,0,173456.0,0
2883,54474126,Lopez,717,Germany,Male,85,3,161301.78,4,1,0,110071.92,0
2884,27071962,Gupta,706,Spain,Female,78,5,121373.91,2,1,0,120376.77,0
2885,49265186,Das,757,France,Female,63,5,159045.86,1,0,1,90355.87,0
2886,15432019,Patel,694,Germany,Female,49,7,155797.97,2,0,0,124975.49,0
2887,98238972,Taylor,528,Germany,Male,36,7,35986.24,3,1,0,109154.88,0
2888,95588239,Khan,774,Spain,Female,84,0,229864.92,1,1,1,154383.97,0
2889,64089633,Turner,890,Germany,Male,21,8,138635.39,1,1,0,63247.14,0
2890,64133825,Allen,792,France,Male,42,9,175190.33,3,1,0,107519.53,0
2891,20392034,Roy,655,Germany,Male,90,0,96769.69,1,1,0,76921.03,0
2892,26394487,Turner,716,Spain,Male,38,2,30572.87,1,1,1,36996.2,0
2893,40671003,Gupta,385,Germany,Male,31,6,172732.43,4,1,0,89570.39,0
2894,90021414,Patel,812,France,Male,39,4,235622.19,1,1,0,191568.95,1
2895,56737861,Morgan,495,France,Male,65,5,145283.12,1,1,0,102887.96,0
2896,61484872,White,495,Germany,Female,68,7,49661.73,2,1,1,118212.08,0
2897,46204667,Taylor,729,Germany,Female,28,3,155813.08,3,0,0,153602.72,0
2898,53683574,Allen,517,France,Male,76,3,107232.94,1,1,0,197263.56,0
2899,72612095,Gupta,624,Spain,Female,31,7,99759.56,2,1,1,94119.5,0
2900,86802238,Mehta,436,France,Female,24,2,228376.19,1,0,1,113181.58,0
2901,38563971,Roy,503,Germany,Female,86,5,184270.46,2,0,0,194332.25,0
2902,64351768,Das,846,Germany,Male,75,3,127193.39,2,0,0,97181.1,0
2903,81415950,Patel,664,Spain,Female,57,5,104375.35,3,0,0,162259.65,0
2904,35793044,Khan,623,France,Male,42,3,60731.93,2,1,1,99890.12,0
2905,18329442,Turner,611,France,Male,59,1,85865.94,4,1,1,60975.24,0
2906,66501560,Turner,836,Spain,Female,61,9,135154.15,1,0,1,188539.21,0
2907,18831924,Taylor,803,France,Male,22,10,12085.53,4,1,0,148169.72,0
2908,49722995,Bose,792,Spain,Male,45,10,89379.48,4,0,1,175436.69,0
2909,13456653,Lopez,611,France,Male,77,2,123521.77,3,0,1,40895.56,0
2910,70186000,Cruz,892,Spain,Female,38,10,152073.72,4,1,1,146882.8,0
2911,78997670,Mehta,454,Spain,Female,66,7,185775.18,3,1,0,135272.78,1
2912,40912354,Singh,699,Spain,Female,73,0,3457.91,1,0,1,107114.99,0
2913,47516108,Turner,787,Germany,Male,74,10,73700.93,1,1,0,45577.29,0
2914,54181713,Gupta,518,Germany,Female,78,9,65239.26,3,1,1,94660.39,0
2915,14058848,White,692,Germany,Female,55,5,130319.89,2,1,1,131183.62,0
2916,72201082,Khan,579,France,Female,90,8,116503.25,3,0,0,141945.03,0
2917,10809178,Verma,372,Spain,Male,19,0,19975.18,3,1,0,41056.59,0
2918,65109050,Roy,630,France,Male,20,3,190337.87,4,0,0,99888.5,0
2919,84042970,Turner,868,France,Female,60,6,171817.77,1,1,0,96593.33,0
2920,73391073,Roy,602,Spain,Male,91,5,205286.05,1,1,1,161524.01,1
2921,51040759,Khan,753,Germany,Female,52,5,27758.69,1,0,0,27417.56,0
2922,29339821,Patel,482,France,Female,90,8,126558.09,3,0,1,161388.09,1
2923,44275469,Turner,623,France,Male,57,7,150930.52,3,0,0,161034.27,0
2924,99393763,Morgan,581,France,Male,75,4,12234.91,1,0,0,145476.83,0
2925,38398068,Bose,894,Germany,Male,51,10,239853.93,3,1,1,181955.64,1
2926,76134855,Sharma,428,Spain,Male,42,10,198608.52,1,1,0,103730.37,1
2927,26530109,Adams,384,Spain,Male,73,1,60912.93,4,1,0,37296.28,1
2928,33195170,Taylor,844,France,Male,49,2,157187.87,4,0,0,79670.05,0
2929,37965074,Mehta,459,Spain,Female,39,9,35844.14,3,1,1,130024.89,1
2930,44575901,Mehta,670,Germany,Female,82,2,218302.59,2,1,1,78121.23,0
2931,82888141,Mehta,677,Spain,Male,38,3,24585.34,1,1,1,133930.56,0
2932,54324346,Turner,733,France,Male,38,1,226023.62,4,0,1,27852.17,1
2933,80001235,Mehta,713,France,Female,45,7,206964.63,2,0,1,32661.56,0
2934,87309808,Brown,581,Spain,Female,36,7,119556.55,4,0,0,21892.87,0
2935,56276888,Verma,763,France,Male,31,7,163149.85,1,0,0,195672.59,0
2936,75257895,Allen,643,Germany,Male,41,9,61452.78,1,1,0,67095.64,0
2937,60794649,Allen,896,Germany,Female,37,4,96087.57,4,0,0,163199.6,0
2938,20539669,Das,523,Germany,Female,49,9,54361.18,3,1,0,179631.99,1
2939,72670767,Patel,741,Germany,Female,91,5,131904.4,1,0,1,48369.68,0
2940,96708216,Hall,451,France,Female,69,5,79669.84,2,1,0,55841.91,0
2941,57108178,Singh,642,France,Female,82,6,87886.83,2,0,1,88824.7,0
2942,27292909,Roy,434,Spain,Male,69,0,110691.29,3,0,1,110731.41,0
2943,29413938,Das,550,France,Female,75,9,218148.03,4,1,0,116253.61,0
2944,68149762,White,890,Spain,Male,27,2,137154.87,1,0,1,89423.09,1
2945,27016233,Adams,646,France,Female,87,10,201649.01,1,0,0,125521.04,1
2946,60746642,Allen,405,Spain,Male,32,2,212138.01,3,1,1,152495.31,0
2947,87337555,Verma,821,Spain,Female,64,10,61357.1,1,0,0,146022.06,0
2948,66043692,Morgan,365,Germany,Male,27,6,194422.38,1,0,0,25437.44,0
2949,44020414,Singh,415,Spain,Female,38,5,162165.56,2,1,1,126793.36,0
2950,23907579,White,821,Spain,Male,36,8,126851.34,2,0,0,148272.54,0
2951,82562038,Das,372,Spain,Female,85,8,22166.74,4,1,0,56121.09,0
2952,16124152,Lopez,835,Spain,Male,39,8,143084.59,2,0,1,128651.56,1
2953,11164795,Singh,764,Spain,Male,80,3,38845.24,4,0,0,39948.66,0
2954,53332370,Khan,654,Germany,Male,55,2,204063.83,2,0,0,139690.79,1
2955,63009395,Adams,526,Spain,Male,32,3,233655.45,4,1,1,131673.4,1
2956,90875917,Gupta,544,Spain,Female,87,2,119526.91,1,0,0,63372.56,0
2957,79518245,Turner,362,Spain,Female,61,6,110131.79,1,1,0,177558.7,1
2958,50580924,Mehta,515,France,Male,47,10,122195.57,2,1,0,165184.59,0
2959,35086627,Hall,499,France,Female,41,2,16795.52,1,1,0,153021.21,0
2960,21959207,Cruz,690,Germany,Male,63,0,59245.39,4,0,0,102720.3,0
2961,67190864,White,523,Spain,Female,21,7,235152.71,3,0,0,60840.61,0
2962,73881480,Hall,516,Spain,Female,23,5,86268.6,3,0,1,160792.37,0
2963,63274943,Mehta,446,France,Male,55,4,147839.43,1,0,1,58618.8,0
2964,30060832,Khan,753,Spain,Female,43,7,162285.44,1,1,1,107648.38,0
2965,10077175,Das,426,Germany,Male,36,10,219289.0,2,1,1,88165.28,1
2966,21074355,Sharma,586,Spain,Female,19,7,59544.59,2,0,1,56359.89,0
2967,95964888,Adams,640,Germany,Female,85,2,222532.52,4,1,1,130633.84,0
2968,61689101,Mehta,485,France,Female,86,2,97914.01,4,1,1,196772.63,0
2969,29789002,Hall,716,Germany,Male,64,9,230444.26,3,0,0,105729.55,0
2970,60426676,Cruz,897,Germany,Female,46,6,102829.48,4,0,0,109915.77,0
2971,78667106,Verma,597,Germany,Male,81,2,25990.0,1,1,0,87092.6,0
2972,42648168,Cruz,563,Germany,Male,29,8,13030.73,1,0,1,61090.7,0
2973,90183226,Mehta,419,Germany,Female,90,7,241822.0,2,0,1,70863.37,0
2974,59375565,Hall,678,Germany,Male,28,7,30334.04,1,1,1,177647.87,0
2975,31725224,Patel,365,Germany,Female,25,8,135297.91,4,1,0,190661.77,0
2976,82554179,Sharma,836,Germany,Male,77,7,131744.87,4,1,0,168722.14,0
2977,18552442,Gupta,523,Germany,Female,43,3,100339.31,2,0,1,24760.22,0
2978,19618395,Roy,623,France,Male,49,6,104507.73,4,1,1,129403.71,0
2979,46566791,Khan,873,Germany,Male,56,5,118929.03,2,1,1,118869.04,0
2980,19714177,Sharma,568,Germany,Male,21,0,24883.57,1,0,1,159457.61,0
2981,59626984,Lopez,862,Spain,Male,61,4,197726.72,2,0,0,160500.76,0
2982,86914300,Mehta,748,Spain,Female,52,1,94265.95,4,1,0,98860.07,0
2983,84313640,Khan,460,Spain,Female,68,8,61134.9,4,1,0,71755.61,0
2984,97094903,White,813,Germany,Male,68,10,79566.83,3,0,1,37514.59,0
2985,15051646,Lopez,442,France,Male,46,2,152967.45,2,0,0,130037.98,1
2986,80734518,Khan,800,France,Male,53,6,193776.27,4,1,1,69249.32,0
2987,10285711,Bose,745,Spain,Male,77,1,38354.92,3,1,1,193635.02,0
2988,99164252,Roy,828,Spain,Female,32,6,148142.2,1,0,1,28414.65,0
2989,67244528,Singh,665,Germany,Female,68,3,105603.07,1,1,0,193572.25,0
2990,27353135,Bose,702,France,Female,67,10,215493.02,1,0,1,109235.14,0
2991,24689949,Cruz,588,France,Male,72,5,237324.77,1,1,1,129186.05,0
2992,97217186,Khan,453,Spain,Female,29,8,169635.6,1,1,1,125036.4,0
2993,86350218,White,378,France,Female,67,7,147451.29,2,1,1,155487.34,0
2994,43976813,Allen,438,Spain,Male,79,8,195088.87,1,0,1,36362.65,0
2995,61308081,Khan,724,Spain,Female,22,4,123951.51,4,0,1,179813.38,1
2996,56597588,Lopez,746,Germany,Male,44,4,13843.09,4,1,0,162388.33,0
2997,21059860,White,713,Spain,Male,26,3,175273.96,1,0,1,173029.81,0
2998,14900164,Das,496,Germany,Male,52,8,145096.15,1,0,0,107368.36,0
2999,19909551,Bose,663,France,Male,30,9,37859.44,3,1,0,145604.71,0
3000,91061139,Gupta,897,France,Male,61,7,53241.75,2,1,1,102307.56,1
3001,16336356,Singh,801,Spain,Male,63,5,57669.14,4,0,1,43464.19,1
3002,32456258,Turner,855,Spain,Male,85,9,183102.42,4,1,0,74361.05,0
3003,94287147,Roy,835,Germany,Female,91,5,129592.99,4,1,0,70113.89,0
3004,90813044,Khan,450,Germany,Female,70,5,11973.59,4,0,0,49886.38,1
3005,10460796,Bose,456,France,Male,18,5,209491.26,1,1,1,63436.88,0
3006,24503356,Khan,640,France,Female,28,6,161241.61,1,0,1,109732.51,0
3007,15994376,Brown,698,Spain,Female,67,5,183287.54,2,0,0,95998.29,1
3008,65620931,Bose,576,Spain,Female,26,7,234359.2,3,1,0,79249.55,1
3009,82098768,Taylor,399,Germany,Male,55,6,65041.91,1,1,1,183209.87,0
3010,19392609,Brown,507,Spain,Female,30,1,147402.1,4,0,0,160167.63,0
3011,27089239,Morgan,677,Germany,Male,22,9,190037.11,3,0,1,20453.51,0
3012,88703071,Hall,426,France,Male,42,3,128197.94,4,0,1,122665.11,0
3013,49824448,Morgan,803,France,Male,27,10,121517.45,2,1,1,145977.37,1
3014,84931500,White,659,Spain,Male,22,6,232181.05,1,0,1,29613.11,0
3015,39851990,Turner,676,Germany,Male,39,1,60900.77,2,1,0,40519.93,0
3016,94641191,Taylor,857,Spain,Male,59,3,163221.16,4,0,0,70141.16,0
3017,29097931,Sharma,456,Spain,Male,37,1,242572.06,1,0,0,130490.23,0
3018,29012021,Taylor,590,Germany,Female,45,1,54996.79,1,1,1,186162.21,0
3019,63789198,Verma,784,Spain,Female,38,6,115602.95,1,0,1,107453.5,1
3020,45104616,Brown,377,Germany,Male,28,10,243859.32,1,1,0,196814.31,1
3021,85261977,Singh,598,Germany,Female,86,1,8963.53,2,1,0,188613.24,0
3022,46827955,Sharma,713,Spain,Female,54,3,157463.65,1,1,0,134724.8,1
3023,35254492,Gupta,882,Germany,Male,66,6,101135.35,3,0,1,102437.14,0
3024,71555093,Bose,821,France,Female,86,5,192773.02,1,1,0,142684.75,1
3025,67293031,Khan,888,France,Male,50,3,80810.17,4,1,1,162416.3,1
3026,55562388,Lopez,762,France,Female,62,8,93220.84,2,1,1,189752.79,0
3027,37090738,Cruz,514,France,Male,25,4,128909.21,3,1,1,155633.04,0
3028,43269285,Sharma,397,Spain,Male,23,1,86470.53,4,0,1,90479.99,0
3029,42436728,Taylor,833,France,Female,32,6,64893.57,1,1,1,108794.52,0
3030,74999068,Mehta,507,France,Male,32,9,88833.44,4,0,0,28462.46,1
3031,72730418,Taylor,500,France,Female,26,1,226987.75,2,0,1,25174.07,1
3032,90244867,Morgan,574,France,Male,78,7,85668.84,2,1,1,70672.78,0
3033,96656822,Brown,609,Spain,Male,73,6,224858.09,1,0,0,165097.8,0
3034,63102022,Lopez,736,France,Female,22,8,51254.92,3,0,1,77463.91,1
3035,38748123,Hall,605,Germany,Female,43,5,168045.2,2,1,0,41044.81,0
3036,54988955,Bose,410,Germany,Female,74,6,186240.6,2,1,1,84103.18,0
3037,76290435,Turner,745,Spain,Male,52,9,27841.46,3,0,0,75003.47,0
3038,50850837,Sharma,746,Spain,Female,27,8,135996.53,1,0,0,198077.05,0
3039,33623755,Adams,511,Spain,Male,38,6,3271.65,4,1,1,194844.06,0
3040,91248172,Mehta,729,France,Female,29,8,232056.52,1,0,1,152646.86,0
3041,18659522,Morgan,792,Spain,Female,26,7,131065.53,1,0,1,169207.54,0
3042,64441451,White,698,France,Female,33,4,9191.5,4,0,0,65694.38,0
3043,65967937,Singh,380,Spain,Female,90,6,170805.73,4,1,0,116781.41,0
3044,39639841,Mehta,420,Germany,Female,71,6,221426.89,1,1,0,199729.09,0
3045,27811802,Turner,746,Germany,Male,40,0,184380.29,3,1,1,78178.56,0
3046,74812392,Singh,787,France,Male,56,3,33435.42,4,1,1,197514.38,0
3047,36912512,Lopez,351,Spain,Female,39,4,134971.95,2,1,0,53886.41,0
3048,91428039,Brown,484,Germany,Female,72,5,183274.64,1,1,1,131625.4,0
3049,49101526,Brown,495,France,Female,48,6,200142.52,2,1,0,160749.18,0
3050,13100581,Patel,528,Germany,Male,91,4,4000.5,2,0,1,126772.15,0
3051,46216069,Lopez,613,Spain,Male,64,1,70934.86,4,1,1,75602.99,0
3052,80781141,Verma,660,France,Female,44,4,221160.94,3,1,1,166517.18,0
3053,28861720,Das,553,Germany,Male,65,4,64607.97,2,1,1,56314.19,0
3054,22545745,Cruz,379,Spain,Male,56,6,118133.03,1,0,0,97451.54,0
3055,87752208,Patel,408,France,Female,38,2,174166.3,4,0,1,70353.18,0
3056,46575804,Gupta,358,Germany,Male,32,0,246399.68,2,0,1,109170.35,0
3057,26077579,Gupta,673,Germany,Male,62,5,106465.09,1,1,0,89734.5,0
3058,54331269,Sharma,516,France,Male,36,6,125918.66,1,0,1,52237.63,0
3059,71842137,Mehta,686,Spain,Male,70,10,139657.39,1,1,0,153539.8,0
3060,14854042,Patel,728,France,Female,72,9,58541.35,2,1,1,51791.78,0
3061,74528007,Hall,591,Germany,Male,66,7,92169.59,3,0,0,118216.14,0
3062,96357458,Singh,509,Germany,Male,78,6,108616.57,2,0,0,164824.08,1
3063,13830121,Mehta,584,Germany,Male,77,6,4830.85,3,1,0,106988.42,0
3064,21951552,Gupta,802,Spain,Female,41,6,1903.63,3,1,0,179634.67,0
3065,65685560,Lopez,548,Germany,Female,56,0,56077.16,4,0,1,97185.71,0
3066,90947292,Gupta,826,Germany,Female,78,8,128055.86,4,1,1,194727.68,0
3067,28130540,Das,382,France,Female,40,8,238922.9,3,0,0,24482.56,0
3068,67084656,Singh,757,Germany,Female,89,6,243151.1,2,0,0,162392.92,0
3069,46926887,Cruz,438,France,Female,56,8,161796.14,3,1,0,147414.66,0
3070,14268173,Cruz,570,Germany,Female,89,10,206752.33,3,1,1,129992.87,1
3071,83143586,Das,418,France,Male,28,3,225174.85,3,0,0,73299.13,0
3072,52812847,Allen,643,France,Male,59,6,209784.51,1,1,1,129928.58,0
3073,33787347,White,586,France,Male,42,1,135926.82,3,0,0,127022.76,1
3074,93719991,Morgan,509,France,Male,51,5,176043.4,1,0,1,46892.45,0
3075,81178892,Patel,639,Spain,Female,39,1,910.31,3,1,1,178372.1,1
3076,34728252,Verma,882,Germany,Male,19,9,162017.78,2,0,0,116230.77,0
3077,33647205,Cruz,684,Spain,Male,68,2,106465.94,4,1,0,36029.97,0
3078,54607536,Allen,851,Germany,Female,33,10,161178.05,4,1,0,90482.22,0
3079,42916781,Sharma,595,France,Male,28,10,173601.95,1,0,1,58973.11,0
3080,88369648,Verma,672,Germany,Female,86,0,24473.97,3,0,0,50353.69,0
3081,11369277,Adams,678,France,Female,79,6,218635.36,2,0,0,190346.2,1
3082,99408647,Das,896,Germany,Male,36,1,43932.95,1,0,0,141469.62,0
3083,33499306,Verma,688,France,Male,46,2,2615.08,2,1,0,74285.29,0
3084,10749971,Patel,520,Germany,Female,59,0,107426.77,3,0,0,142103.29,0
3085,71313915,Gupta,459,Germany,Male,40,2,22416.46,4,1,0,164547.27,0
3086,25711072,Taylor,359,Germany,Female,77,10,238994.32,3,0,1,77047.71,0
3087,14460276,Das,551,France,Male,90,3,70953.04,3,1,1,197266.45,0
3088,51011120,Morgan,606,Germany,Male,35,6,55899.9,3,0,0,178661.37,0
3089,64407485,Taylor,611,France,Male,72,5,65497.43,4,0,1,163483.58,0
3090,62565354,Cruz,779,Spain,Female,35,0,70839.03,4,0,1,148744.69,0
3091,66426293,Hall,856,Germany,Female,44,10,15643.35,1,0,1,26973.1,0
3092,27962327,Singh,415,France,Male,18,3,135001.65,1,0,0,24032.67,0
3093,24226224,Taylor,384,France,Male,31,8,4501.3,1,1,0,49667.02,0
3094,34509968,Taylor,840,France,Female,76,2,186692.58,4,0,0,185046.94,0
3095,96278999,Turner,603,Spain,Female,50,5,191932.57,4,0,0,59119.74,1
3096,11500948,Lopez,366,France,Female,53,10,99924.47,3,0,0,146204.36,0
3097,16327090,White,610,Spain,Female,56,1,242704.75,3,0,1,196382.27,0
3098,30885050,White,605,Spain,Male,62,4,195448.38,2,1,1,188709.53,0
3099,41834022,Taylor,773,France,Female,42,8,30766.38,2,0,0,92053.29,0
3100,62740278,Hall,850,Germany,Female,32,1,244962.06,1,0,0,142598.9,0
3101,92335423,Taylor,635,Spain,Female,37,2,211280.54,3,0,1,156673.63,1
3102,73388426,Cruz,356,France,Female,51,1,175997.65,3,0,0,118913.85,0
3103,68426861,Mehta,846,Spain,Male,75,1,163362.33,2,1,0,114145.35,1
3104,66251274,Mehta,548,France,Male,77,5,151187.51,1,0,1,60230.28,1
3105,37870540,Cruz,767,France,Male,47,5,247556.49,3,0,0,141662.94,0
3106,48456876,Khan,401,Spain,Female,30,4,119623.1,2,1,1,72884.73,0
3107,94078592,Mehta,592,France,Female,84,1,41457.0,1,1,0,75549.01,0
3108,73876263,Brown,568,Spain,Male,62,0,73614.66,1,0,1,67827.13,0
3109,76907755,Lopez,867,France,Male,57,2,93804.13,1,1,0,31848.68,1
3110,57718418,Morgan,458,Germany,Female,55,2,79107.63,2,1,0,171857.53,0
3111,30491595,Turner,700,Germany,Female,64,8,7588.05,3,0,0,175351.51,0
3112,41175239,Patel,415,Spain,Male,46,3,18431.78,2,1,1,150275.88,0
3113,15845447,Roy,359,Spain,Female,51,8,1232.07,3,0,0,186993.39,0
3114,73105980,Hall,551,Spain,Male,28,10,169777.98,3,0,0,133639.99,0
3115,45103852,Taylor,563,Spain,Female,37,0,166126.05,3,1,0,135133.41,0
3116,70796171,Hall,417,Germany,Male,37,2,17032.27,4,1,0,179782.18,0
3117,88846396,Adams,676,Spain,Female,90,0,78796.11,4,0,1,57537.62,0
3118,76475936,Taylor,399,France,Female,73,5,70753.06,4,0,0,98384.13,0
3119,58491820,Patel,366,France,Female,40,0,113401.17,1,1,0,146744.86,0
3120,85421798,Das,872,Spain,Male,42,1,89674.18,3,1,0,68358.21,0
3121,81009243,Morgan,655,France,Female,50,8,205128.02,1,1,0,61152.21,1
3122,47358841,Verma,741,Spain,Female,48,10,220670.1,2,1,0,181688.88,1
3123,21353540,Lopez,473,France,Female,91,0,51510.25,3,1,0,199281.37,0
3124,16722055,Turner,853,France,Male,18,3,30249.49,4,0,0,89553.5,1
3125,92164888,Adams,574,Spain,Female,71,5,209826.4,2,1,0,62588.78,1
3126,58968538,Brown,667,Spain,Male,33,1,125373.95,4,0,1,92802.71,0
3127,19035949,White,822,Germany,Female,76,0,81093.36,2,1,1,74693.41,1
3128,95407062,Taylor,890,Spain,Male,83,3,12848.12,3,1,1,167916.6,0
3129,42672748,Cruz,707,Germany,Male,20,2,151531.18,3,1,0,182173.29,0
3130,83390510,Adams,832,Spain,Female,32,6,51931.47,1,0,0,90365.88,1
3131,49980720,Das,778,France,Male,49,6,9421.68,4,1,1,127923.73,0
3132,53144878,Sharma,846,Germany,Female,67,9,111202.21,4,0,1,34177.46,0
3133,38751505,Roy,821,France,Female,77,10,149284.38,3,0,0,103193.93,0
3134,99067457,Taylor,649,Spain,Female,25,6,42844.23,1,0,1,21230.8,0
3135,48835523,Verma,433,Spain,Female,24,8,162863.29,1,1,1,140797.04,0
3136,47962717,Brown,726,Spain,Male,21,8,47221.97,4,1,0,51683.73,0
3137,92054816,Sharma,662,Spain,Male,27,3,5184.97,3,1,0,178047.49,0
3138,90472702,Mehta,669,Germany,Male,77,8,37233.1,4,1,0,133405.18,1
3139,37550115,Taylor,553,Germany,Male,42,10,146748.74,3,1,1,187063.79,0
3140,21044590,Khan,704,Spain,Male,59,6,158827.38,4,1,1,188870.07,1
3141,64536603,Turner,643,France,Female,64,5,216197.94,3,1,0,50449.4,1
3142,88742439,Sharma,853,Germany,Female,49,10,15598.11,1,0,1,112369.77,0
3143,15059667,Sharma,494,France,Male,91,8,238239.43,1,0,0,55182.92,0
3144,46540128,Singh,888,Spain,Male,90,3,130480.98,4,1,0,101564.97,1
3145,85935097,White,366,Germany,Female,42,0,61397.04,1,1,0,101016.97,0
3146,46855538,Brown,388,Germany,Male,33,5,91353.78,4,0,1,152434.99,0
3147,57336078,Cruz,479,Germany,Male,66,0,13919.33,1,0,0,195702.1,0
3148,28149286,Taylor,464,France,Male,33,9,27522.9,4,1,0,133214.3,1
3149,37596545,Singh,799,Spain,Male,55,8,220600.36,1,1,0,166886.09,0
3150,62925374,Taylor,394,Spain,Female,22,4,26477.01,3,0,1,92659.04,0
3151,88039489,Cruz,565,Germany,Female,24,1,13959.9,1,1,0,33108.16,1
3152,66002354,Lopez,764,Germany,Male,25,7,149566.97,3,1,0,112640.94,0
3153,31227468,Adams,614,Spain,Female,50,9,95683.67,1,1,1,182707.98,1
3154,53513097,Turner,789,France,Male,79,10,101482.33,1,0,1,63246.34,0
3155,19249677,Hall,730,Germany,Female,91,5,30068.29,3,1,1,67314.93,0
3156,57657169,Cruz,650,France,Male,49,2,11042.29,2,1,1,38861.24,0
3157,69576882,Hall,520,France,Female,18,10,216432.32,4,0,0,199427.64,0
3158,40223477,Brown,755,Spain,Female,37,1,97384.53,2,1,0,94652.19,0
3159,90846200,Khan,704,Spain,Female,72,9,27526.8,1,0,0,73797.33,0
3160,76994946,Verma,510,France,Male,80,10,50063.67,4,1,0,186818.96,0
3161,32432851,White,375,France,Female,23,3,25727.33,4,1,1,166023.46,0
3162,65306693,Verma,432,Spain,Female,69,0,119522.84,4,0,1,177853.86,1
3163,26938661,Brown,522,Germany,Male,19,0,200876.18,4,1,0,191074.58,0
3164,80943106,Morgan,419,France,Male,56,4,98371.65,3,1,0,174221.49,1
3165,21671439,Brown,355,Germany,Male,49,9,154973.96,2,1,0,197417.79,0
3166,83603367,Hall,544,France,Male,68,8,168861.47,2,1,0,135082.33,0
3167,42266497,Bose,874,Spain,Male,86,4,178018.66,3,1,0,63360.62,0
3168,60279504,Hall,412,Germany,Female,49,5,151382.71,2,1,1,50083.94,0
3169,41707048,Allen,362,Spain,Male,20,9,138522.0,1,0,0,128407.77,0
3170,77792893,Bose,554,France,Male,79,8,119596.23,4,1,1,84598.38,1
3171,15337355,Gupta,389,Spain,Female,30,2,118401.21,1,0,1,43623.78,0
3172,69230626,Mehta,514,Germany,Male,87,3,83233.03,1,0,1,163507.5,0
3173,58761066,Hall,380,Spain,Male,38,1,126135.47,2,0,1,82961.83,0
3174,84090304,Morgan,878,Germany,Female,78,3,119764.32,3,0,1,100130.32,0
3175,73135532,Cruz,747,Spain,Female,31,7,79856.61,3,1,0,130121.42,0
3176,63640153,White,808,Spain,Male,88,1,75287.02,1,1,0,92358.99,0
3177,26684388,Adams,572,Germany,Male,39,3,111517.14,4,0,0,175928.57,0
3178,54768534,Patel,427,Germany,Female,49,7,200762.26,1,0,1,196835.88,0
3179,28138519,Bose,777,Germany,Male,58,6,61926.22,4,1,1,89348.9,0
3180,30978981,Verma,774,France,Female,49,8,211348.76,4,1,1,52107.77,0
3181,17964443,Patel,736,Spain,Female,59,1,180990.15,1,1,0,70062.46,1
3182,63225748,Cruz,588,Germany,Female,69,3,65473.0,1,0,0,141312.57,0
3183,31444021,White,439,France,Male,71,8,3456.5,2,0,0,34809.64,1
3184,44751594,Singh,734,France,Male,79,5,19205.0,4,0,0,141430.89,0
3185,81797346,Verma,488,Germany,Male,60,8,220717.68,1,1,0,114978.62,0
3186,74916908,Lopez,873,Germany,Female,20,8,201731.79,2,1,1,28163.86,1
3187,58465992,Gupta,593,Germany,Male,55,6,94894.2,4,1,1,93928.81,0
3188,87277157,White,854,France,Male,56,6,15426.09,1,1,0,61503.34,0
3189,43222265,Allen,771,France,Female,87,7,202783.03,4,1,0,43435.21,1
3190,48309051,Bose,531,Spain,Male,62,1,63810.5,4,1,0,189362.47,0
3191,42337259,Allen,544,France,Male,63,9,238279.46,3,1,0,72385.5,0
3192,83574241,Verma,402,Germany,Female,30,6,130724.45,2,0,0,108930.26,1
3193,49683871,Brown,528,Spain,Female,69,5,178794.57,3,0,1,130168.03,0
3194,52616258,Singh,642,Spain,Female,26,6,115454.63,3,0,1,133212.84,0
3195,64216898,Mehta,724,Spain,Male,74,5,6921.55,3,0,1,88652.15,1
3196,69323547,Gupta,408,Spain,Male,86,10,15792.84,1,0,0,68513.12,0
3197,82010923,Singh,403,Germany,Male,60,2,243995.58,3,0,1,121680.72,0
3198,54604238,Hall,594,Spain,Female,24,4,103061.03,3,1,1,163040.8,0
3199,50162344,Verma,498,Germany,Male,61,2,45793.55,4,0,1,181098.65,0
